Query_ID,Identity_ID,Name,Image_Type,Priority,Query
Q001642,ID000206,Keanu Reeves,Fake,1,Keanu Reeves AI generated
Q001643,ID000206,Keanu Reeves,Fake,2,Keanu Reeves deepfake
Q001644,ID000206,Keanu Reeves,Fake,3,Keanu Reeves AI image
Q001645,ID000206,Keanu Reeves,Fake,4,Keanu Reeves viral deepfake
Q001646,ID000206,Keanu Reeves,Fake,5,Keanu Reeves synthetic face
Q001647,ID000206,Keanu Reeves,Fake,6,Keanu Reeves Stable Diffusion
Q001648,ID000206,Keanu Reeves,Fake,7,Keanu Reeves Midjourney
Q001649,ID000207,Keira Knightley,Real,1,Keira Knightley
Q001650,ID000207,Keira Knightley,Fake,1,Keira Knightley AI generated
Q001651,ID000207,Keira Knightley,Fake,2,Keira Knightley deepfake
Q001652,ID000207,Keira Knightley,Fake,3,Keira Knightley AI image
Q001653,ID000207,Keira Knightley,Fake,4,Keira Knightley viral deepfake
Q001654,ID000207,Keira Knightley,Fake,5,Keira Knightley synthetic face
Q001655,ID000207,Keira Knightley,Fake,6,Keira Knightley Stable Diffusion
Q001656,ID000207,Keira Knightley,Fake,7,Keira Knightley Midjourney
Q001657,ID000208,Kenan-Yildiz,Real,1,Kenan-Yildiz
Q001658,ID000208,Kenan-Yildiz,Fake,1,Kenan-Yildiz AI generated
Q001659,ID000208,Kenan-Yildiz,Fake,2,Kenan-Yildiz deepfake
Q001660,ID000208,Kenan-Yildiz,Fake,3,Kenan-Yildiz AI image
Q001661,ID000208,Kenan-Yildiz,Fake,4,Kenan-Yildiz viral deepfake
Q001662,ID000208,Kenan-Yildiz,Fake,5,Kenan-Yildiz synthetic face
Q001663,ID000208,Kenan-Yildiz,Fake,6,Kenan-Yildiz Stable Diffusion
Q001664,ID000208,Kenan-Yildiz,Fake,7,Kenan-Yildiz Midjourney
Q001665,ID000209,Kevin Bacon,Real,1,Kevin Bacon
Q001666,ID000209,Kevin Bacon,Fake,1,Kevin Bacon AI generated
Q001667,ID000209,Kevin Bacon,Fake,2,Kevin Bacon deepfake
Q001668,ID000209,Kevin Bacon,Fake,3,Kevin Bacon AI image
Q001669,ID000209,Kevin Bacon,Fake,4,Kevin Bacon viral deepfake
Q001670,ID000209,Kevin Bacon,Fake,5,Kevin Bacon synthetic face
Q001671,ID000209,Kevin Bacon,Fake,6,Kevin Bacon Stable Diffusion
Q001672,ID000209,Kevin Bacon,Fake,7,Kevin Bacon Midjourney
Q001673,ID000210,Kevin Costner,Real,1,Kevin Costner
Q001674,ID000210,Kevin Costner,Fake,1,Kevin Costner AI generated
Q001675,ID000210,Kevin Costner,Fake,2,Kevin Costner deepfake
Q001676,ID000210,Kevin Costner,Fake,3,Kevin Costner AI image
Q001677,ID000210,Kevin Costner,Fake,4,Kevin Costner viral deepfake
Q001678,ID000210,Kevin Costner,Fake,5,Kevin Costner synthetic face
Q001679,ID000210,Kevin Costner,Fake,6,Kevin Costner Stable Diffusion
Q001680,ID000210,Kevin Costner,Fake,7,Kevin Costner Midjourney
Q001681,ID000211,Kevin Kline,Real,1,Kevin Kline
Q001682,ID000211,Kevin Kline,Fake,1,Kevin Kline AI generated
Q001683,ID000211,Kevin Kline,Fake,2,Kevin Kline deepfake
Q001684,ID000211,Kevin Kline,Fake,3,Kevin Kline AI image
Q001685,ID000211,Kevin Kline,Fake,4,Kevin Kline viral deepfake
Q001686,ID000211,Kevin Kline,Fake,5,Kevin Kline synthetic face
Q001687,ID000211,Kevin Kline,Fake,6,Kevin Kline Stable Diffusion
Q001688,ID000211,Kevin Kline,Fake,7,Kevin Kline Midjourney
Q001689,ID000212,Kevin Spacey,Real,1,Kevin Spacey
Q001690,ID000212,Kevin Spacey,Fake,1,Kevin Spacey AI generated
Q001691,ID000212,Kevin Spacey,Fake,2,Kevin Spacey deepfake
Q001692,ID000212,Kevin Spacey,Fake,3,Kevin Spacey AI image
Q001693,ID000212,Kevin Spacey,Fake,4,Kevin Spacey viral deepfake
Q001694,ID000212,Kevin Spacey,Fake,5,Kevin Spacey synthetic face
Q001695,ID000212,Kevin Spacey,Fake,6,Kevin Spacey Stable Diffusion
Q001696,ID000212,Kevin Spacey,Fake,7,Kevin Spacey Midjourney
Q001697,ID000213,Kevin-Xu,Real,1,Kevin-Xu
Q001698,ID000213,Kevin-Xu,Fake,1,Kevin-Xu AI generated
Q001699,ID000213,Kevin-Xu,Fake,2,Kevin-Xu deepfake
Q001700,ID000213,Kevin-Xu,Fake,3,Kevin-Xu AI image
Q001701,ID000213,Kevin-Xu,Fake,4,Kevin-Xu viral deepfake
Q001702,ID000213,Kevin-Xu,Fake,5,Kevin-Xu synthetic face
Q001703,ID000213,Kevin-Xu,Fake,6,Kevin-Xu Stable Diffusion
Q001704,ID000213,Kevin-Xu,Fake,7,Kevin-Xu Midjourney
Q001705,ID000214,Kiefer Sutherland,Real,1,Kiefer Sutherland
Q001706,ID000214,Kiefer Sutherland,Fake,1,Kiefer Sutherland AI generated
Q001707,ID000214,Kiefer Sutherland,Fake,2,Kiefer Sutherland deepfake
Q001708,ID000214,Kiefer Sutherland,Fake,3,Kiefer Sutherland AI image
Q001709,ID000214,Kiefer Sutherland,Fake,4,Kiefer Sutherland viral deepfake
Q001710,ID000214,Kiefer Sutherland,Fake,5,Kiefer Sutherland synthetic face
Q001711,ID000214,Kiefer Sutherland,Fake,6,Kiefer Sutherland Stable Diffusion
Q001712,ID000214,Kiefer Sutherland,Fake,7,Kiefer Sutherland Midjourney
Q001713,ID000215,Kim-Jong-Un,Real,1,Kim-Jong-Un
Q001714,ID000215,Kim-Jong-Un,Fake,1,Kim-Jong-Un AI generated
Q001715,ID000215,Kim-Jong-Un,Fake,2,Kim-Jong-Un deepfake
Q001716,ID000215,Kim-Jong-Un,Fake,3,Kim-Jong-Un AI image
Q001717,ID000215,Kim-Jong-Un,Fake,4,Kim-Jong-Un viral deepfake
Q001718,ID000215,Kim-Jong-Un,Fake,5,Kim-Jong-Un synthetic face
Q001719,ID000215,Kim-Jong-Un,Fake,6,Kim-Jong-Un Stable Diffusion
Q001720,ID000215,Kim-Jong-Un,Fake,7,Kim-Jong-Un Midjourney
Q001721,ID000216,Kirsten Dunst,Real,1,Kirsten Dunst
Q001722,ID000216,Kirsten Dunst,Fake,1,Kirsten Dunst AI generated
Q001723,ID000216,Kirsten Dunst,Fake,2,Kirsten Dunst deepfake
Q001724,ID000216,Kirsten Dunst,Fake,3,Kirsten Dunst AI image
Q001725,ID000216,Kirsten Dunst,Fake,4,Kirsten Dunst viral deepfake
Q001726,ID000216,Kirsten Dunst,Fake,5,Kirsten Dunst synthetic face
Q001727,ID000216,Kirsten Dunst,Fake,6,Kirsten Dunst Stable Diffusion
Q001728,ID000216,Kirsten Dunst,Fake,7,Kirsten Dunst Midjourney
Q001729,ID000217,Kristen Stewart,Real,1,Kristen Stewart
Q001730,ID000217,Kristen Stewart,Fake,1,Kristen Stewart AI generated
Q001731,ID000217,Kristen Stewart,Fake,2,Kristen Stewart deepfake
Q001732,ID000217,Kristen Stewart,Fake,3,Kristen Stewart AI image
Q001733,ID000217,Kristen Stewart,Fake,4,Kristen Stewart viral deepfake
Q001734,ID000217,Kristen Stewart,Fake,5,Kristen Stewart synthetic face
Q001735,ID000217,Kristen Stewart,Fake,6,Kristen Stewart Stable Diffusion
Q001736,ID000217,Kristen Stewart,Fake,7,Kristen Stewart Midjourney
Q001737,ID000218,Kristin Scott Thomas,Real,1,Kristin Scott Thomas
Q001738,ID000218,Kristin Scott Thomas,Fake,1,Kristin Scott Thomas AI generated
Q001739,ID000218,Kristin Scott Thomas,Fake,2,Kristin Scott Thomas deepfake
Q001740,ID000218,Kristin Scott Thomas,Fake,3,Kristin Scott Thomas AI image
Q001741,ID000218,Kristin Scott Thomas,Fake,4,Kristin Scott Thomas viral deepfake
Q001742,ID000218,Kristin Scott Thomas,Fake,5,Kristin Scott Thomas synthetic face
Q001743,ID000218,Kristin Scott Thomas,Fake,6,Kristin Scott Thomas Stable Diffusion
Q001744,ID000218,Kristin Scott Thomas,Fake,7,Kristin Scott Thomas Midjourney
Q001745,ID000219,Kurt Russell,Real,1,Kurt Russell
Q001746,ID000219,Kurt Russell,Fake,1,Kurt Russell AI generated
Q001747,ID000219,Kurt Russell,Fake,2,Kurt Russell deepfake
Q001748,ID000219,Kurt Russell,Fake,3,Kurt Russell AI image
Q001749,ID000219,Kurt Russell,Fake,4,Kurt Russell viral deepfake
Q001750,ID000219,Kurt Russell,Fake,5,Kurt Russell synthetic face
Q001751,ID000219,Kurt Russell,Fake,6,Kurt Russell Stable Diffusion
Q001752,ID000219,Kurt Russell,Fake,7,Kurt Russell Midjourney
Q001753,ID000220,Lady-gagga,Real,1,Lady-gagga
Q001754,ID000220,Lady-gagga,Fake,1,Lady-gagga AI generated
Q001755,ID000220,Lady-gagga,Fake,2,Lady-gagga deepfake
Q001756,ID000220,Lady-gagga,Fake,3,Lady-gagga AI image
Q001757,ID000220,Lady-gagga,Fake,4,Lady-gagga viral deepfake
Q001758,ID000220,Lady-gagga,Fake,5,Lady-gagga synthetic face
Q001759,ID000220,Lady-gagga,Fake,6,Lady-gagga Stable Diffusion
Q001760,ID000220,Lady-gagga,Fake,7,Lady-gagga Midjourney
Q001761,ID000221,Lamar Jackson,Real,1,Lamar Jackson
Q001762,ID000221,Lamar Jackson,Fake,1,Lamar Jackson AI generated
Q001763,ID000221,Lamar Jackson,Fake,2,Lamar Jackson deepfake
Q001764,ID000221,Lamar Jackson,Fake,3,Lamar Jackson AI image
Q001765,ID000221,Lamar Jackson,Fake,4,Lamar Jackson viral deepfake
Q001766,ID000221,Lamar Jackson,Fake,5,Lamar Jackson synthetic face
Q001767,ID000221,Lamar Jackson,Fake,6,Lamar Jackson Stable Diffusion
Q001768,ID000221,Lamar Jackson,Fake,7,Lamar Jackson Midjourney
Q001769,ID000222,Lamine-yaml,Real,1,Lamine-yaml
Q001770,ID000222,Lamine-yaml,Fake,1,Lamine-yaml AI generated
Q001771,ID000222,Lamine-yaml,Fake,2,Lamine-yaml deepfake
Q001772,ID000222,Lamine-yaml,Fake,3,Lamine-yaml AI image
Q001773,ID000222,Lamine-yaml,Fake,4,Lamine-yaml viral deepfake
Q001774,ID000222,Lamine-yaml,Fake,5,Lamine-yaml synthetic face
Q001775,ID000222,Lamine-yaml,Fake,6,Lamine-yaml Stable Diffusion
Q001776,ID000222,Lamine-yaml,Fake,7,Lamine-yaml Midjourney
Q001777,ID000223,Laura-Wolvaardt,Real,1,Laura-Wolvaardt
Q001778,ID000223,Laura-Wolvaardt,Fake,1,Laura-Wolvaardt AI generated
Q001779,ID000223,Laura-Wolvaardt,Fake,2,Laura-Wolvaardt deepfake
Q001780,ID000223,Laura-Wolvaardt,Fake,3,Laura-Wolvaardt AI image
Q001781,ID000223,Laura-Wolvaardt,Fake,4,Laura-Wolvaardt viral deepfake
Q001782,ID000223,Laura-Wolvaardt,Fake,5,Laura-Wolvaardt synthetic face
Q001783,ID000223,Laura-Wolvaardt,Fake,6,Laura-Wolvaardt Stable Diffusion
Q001784,ID000223,Laura-Wolvaardt,Fake,7,Laura-Wolvaardt Midjourney
Q001785,ID000224,Lautaro MartÃ­nez,Real,1,Lautaro MartÃ­nez
Q001786,ID000224,Lautaro MartÃ­nez,Fake,1,Lautaro MartÃ­nez AI generated
Q001787,ID000224,Lautaro MartÃ­nez,Fake,2,Lautaro MartÃ­nez deepfake
Q001788,ID000224,Lautaro MartÃ­nez,Fake,3,Lautaro MartÃ­nez AI image
Q001789,ID000224,Lautaro MartÃ­nez,Fake,4,Lautaro MartÃ­nez viral deepfake
Q001790,ID000224,Lautaro MartÃ­nez,Fake,5,Lautaro MartÃ­nez synthetic face
Q001791,ID000224,Lautaro MartÃ­nez,Fake,6,Lautaro MartÃ­nez Stable Diffusion
Q001792,ID000224,Lautaro MartÃ­nez,Fake,7,Lautaro MartÃ­nez Midjourney
Q001793,ID000225,LeBron-James,Real,1,LeBron-James
Q001794,ID000225,LeBron-James,Fake,1,LeBron-James AI generated
Q001795,ID000225,LeBron-James,Fake,2,LeBron-James deepfake
Q001796,ID000225,LeBron-James,Fake,3,LeBron-James AI image
Q001797,ID000225,LeBron-James,Fake,4,LeBron-James viral deepfake
Q001798,ID000225,LeBron-James,Fake,5,LeBron-James synthetic face
Q001799,ID000225,LeBron-James,Fake,6,LeBron-James Stable Diffusion
Q001800,ID000225,LeBron-James,Fake,7,LeBron-James Midjourney
Q001801,ID000226,Lee-Min-ho,Real,1,Lee-Min-ho
Q001802,ID000226,Lee-Min-ho,Fake,1,Lee-Min-ho AI generated
Q001803,ID000226,Lee-Min-ho,Fake,2,Lee-Min-ho deepfake
Q001804,ID000226,Lee-Min-ho,Fake,3,Lee-Min-ho AI image
Q001805,ID000226,Lee-Min-ho,Fake,4,Lee-Min-ho viral deepfake
Q001806,ID000226,Lee-Min-ho,Fake,5,Lee-Min-ho synthetic face
Q001807,ID000226,Lee-Min-ho,Fake,6,Lee-Min-ho Stable Diffusion
Q001808,ID000226,Lee-Min-ho,Fake,7,Lee-Min-ho Midjourney
Q001809,ID000227,Liam Hemsworth,Real,1,Liam Hemsworth
Q001810,ID000227,Liam Hemsworth,Fake,1,Liam Hemsworth AI generated
Q001811,ID000227,Liam Hemsworth,Fake,2,Liam Hemsworth deepfake
Q001812,ID000227,Liam Hemsworth,Fake,3,Liam Hemsworth AI image
Q001813,ID000227,Liam Hemsworth,Fake,4,Liam Hemsworth viral deepfake
Q001814,ID000227,Liam Hemsworth,Fake,5,Liam Hemsworth synthetic face
Q001815,ID000227,Liam Hemsworth,Fake,6,Liam Hemsworth Stable Diffusion
Q001816,ID000227,Liam Hemsworth,Fake,7,Liam Hemsworth Midjourney
Q001817,ID000228,Lindsay Lohan,Real,1,Lindsay Lohan
Q001818,ID000228,Lindsay Lohan,Fake,1,Lindsay Lohan AI generated
Q001819,ID000228,Lindsay Lohan,Fake,2,Lindsay Lohan deepfake
Q001820,ID000228,Lindsay Lohan,Fake,3,Lindsay Lohan AI image
Q001821,ID000228,Lindsay Lohan,Fake,4,Lindsay Lohan viral deepfake
Q001822,ID000228,Lindsay Lohan,Fake,5,Lindsay Lohan synthetic face
Q001823,ID000228,Lindsay Lohan,Fake,6,Lindsay Lohan Stable Diffusion
Q001824,ID000228,Lindsay Lohan,Fake,7,Lindsay Lohan Midjourney
Q001825,ID000229,Link-Neal,Real,1,Link-Neal
Q001826,ID000229,Link-Neal,Fake,1,Link-Neal AI generated
Q001827,ID000229,Link-Neal,Fake,2,Link-Neal deepfake
Q001828,ID000229,Link-Neal,Fake,3,Link-Neal AI image
Q001829,ID000229,Link-Neal,Fake,4,Link-Neal viral deepfake
Q001830,ID000229,Link-Neal,Fake,5,Link-Neal synthetic face
Q001831,ID000229,Link-Neal,Fake,6,Link-Neal Stable Diffusion
Q001832,ID000229,Link-Neal,Fake,7,Link-Neal Midjourney
Q001833,ID000230,Lionel Messi,Real,1,Lionel Messi
Q001834,ID000230,Lionel Messi,Fake,1,Lionel Messi AI generated
Q001835,ID000230,Lionel Messi,Fake,2,Lionel Messi deepfake
Q001836,ID000230,Lionel Messi,Fake,3,Lionel Messi AI image
Q001837,ID000230,Lionel Messi,Fake,4,Lionel Messi viral deepfake
Q001838,ID000230,Lionel Messi,Fake,5,Lionel Messi synthetic face
Q001839,ID000230,Lionel Messi,Fake,6,Lionel Messi Stable Diffusion
Q001840,ID000230,Lionel Messi,Fake,7,Lionel Messi Midjourney
Q001841,ID000231,Lisa,Real,1,Lisa
Q001842,ID000231,Lisa,Fake,1,Lisa AI generated
Q001843,ID000231,Lisa,Fake,2,Lisa deepfake
Q001844,ID000231,Lisa,Fake,3,Lisa AI image
Q001845,ID000231,Lisa,Fake,4,Lisa viral deepfake
Q001846,ID000231,Lisa,Fake,5,Lisa synthetic face
Q001847,ID000231,Lisa,Fake,6,Lisa Stable Diffusion
Q001848,ID000231,Lisa,Fake,7,Lisa Midjourney
Q001849,ID000232,Livvy Dunne,Real,1,Livvy Dunne
Q001850,ID000232,Livvy Dunne,Fake,1,Livvy Dunne AI generated
Q001851,ID000232,Livvy Dunne,Fake,2,Livvy Dunne deepfake
Q001852,ID000232,Livvy Dunne,Fake,3,Livvy Dunne AI image
Q001853,ID000232,Livvy Dunne,Fake,4,Livvy Dunne viral deepfake
Q001854,ID000232,Livvy Dunne,Fake,5,Livvy Dunne synthetic face
Q001855,ID000232,Livvy Dunne,Fake,6,Livvy Dunne Stable Diffusion
Q001856,ID000232,Livvy Dunne,Fake,7,Livvy Dunne Midjourney
Q001857,ID000233,Luis-Díaz,Real,1,Luis-Díaz
Q001858,ID000233,Luis-Díaz,Fake,1,Luis-Díaz AI generated
Q001859,ID000233,Luis-Díaz,Fake,2,Luis-Díaz deepfake
Q001860,ID000233,Luis-Díaz,Fake,3,Luis-Díaz AI image
Q001861,ID000233,Luis-Díaz,Fake,4,Luis-Díaz viral deepfake
Q001862,ID000233,Luis-Díaz,Fake,5,Luis-Díaz synthetic face
Q001863,ID000233,Luis-Díaz,Fake,6,Luis-Díaz Stable Diffusion
Q001864,ID000233,Luis-Díaz,Fake,7,Luis-Díaz Midjourney
Q001865,ID000234,Maggie Smith,Real,1,Maggie Smith
Q001866,ID000234,Maggie Smith,Fake,1,Maggie Smith AI generated
Q001867,ID000234,Maggie Smith,Fake,2,Maggie Smith deepfake
Q001868,ID000234,Maggie Smith,Fake,3,Maggie Smith AI image
Q001869,ID000234,Maggie Smith,Fake,4,Maggie Smith viral deepfake
Q001870,ID000234,Maggie Smith,Fake,5,Maggie Smith synthetic face
Q001871,ID000234,Maggie Smith,Fake,6,Maggie Smith Stable Diffusion
Q001872,ID000234,Maggie Smith,Fake,7,Maggie Smith Midjourney
Q001873,ID000235,Mahatma Gandhi,Real,1,Mahatma Gandhi
Q001874,ID000235,Mahatma Gandhi,Fake,1,Mahatma Gandhi AI generated
Q001875,ID000235,Mahatma Gandhi,Fake,2,Mahatma Gandhi deepfake
Q001876,ID000235,Mahatma Gandhi,Fake,3,Mahatma Gandhi AI image
Q001877,ID000235,Mahatma Gandhi,Fake,4,Mahatma Gandhi viral deepfake
Q001878,ID000235,Mahatma Gandhi,Fake,5,Mahatma Gandhi synthetic face
Q001879,ID000235,Mahatma Gandhi,Fake,6,Mahatma Gandhi Stable Diffusion
Q001880,ID000235,Mahatma Gandhi,Fake,7,Mahatma Gandhi Midjourney
Q001881,ID000236,Marc Cucurella,Real,1,Marc Cucurella
Q001882,ID000236,Marc Cucurella,Fake,1,Marc Cucurella AI generated
Q001883,ID000236,Marc Cucurella,Fake,2,Marc Cucurella deepfake
Q001884,ID000236,Marc Cucurella,Fake,3,Marc Cucurella AI image
Q001885,ID000236,Marc Cucurella,Fake,4,Marc Cucurella viral deepfake
Q001886,ID000236,Marc Cucurella,Fake,5,Marc Cucurella synthetic face
Q001887,ID000236,Marc Cucurella,Fake,6,Marc Cucurella Stable Diffusion
Q001888,ID000236,Marc Cucurella,Fake,7,Marc Cucurella Midjourney
Q001889,ID000237,Marc-Benioff,Real,1,Marc-Benioff
Q001890,ID000237,Marc-Benioff,Fake,1,Marc-Benioff AI generated
Q001891,ID000237,Marc-Benioff,Fake,2,Marc-Benioff deepfake
Q001892,ID000237,Marc-Benioff,Fake,3,Marc-Benioff AI image
Q001893,ID000237,Marc-Benioff,Fake,4,Marc-Benioff viral deepfake
Q001894,ID000237,Marc-Benioff,Fake,5,Marc-Benioff synthetic face
Q001895,ID000237,Marc-Benioff,Fake,6,Marc-Benioff Stable Diffusion
Q001896,ID000237,Marc-Benioff,Fake,7,Marc-Benioff Midjourney
Q001897,ID000238,Marcia Gay Harden,Real,1,Marcia Gay Harden
Q001898,ID000238,Marcia Gay Harden,Fake,1,Marcia Gay Harden AI generated
Q001899,ID000238,Marcia Gay Harden,Fake,2,Marcia Gay Harden deepfake
Q001900,ID000238,Marcia Gay Harden,Fake,3,Marcia Gay Harden AI image
Q001901,ID000238,Marcia Gay Harden,Fake,4,Marcia Gay Harden viral deepfake
Q001902,ID000238,Marcia Gay Harden,Fake,5,Marcia Gay Harden synthetic face
Q001903,ID000238,Marcia Gay Harden,Fake,6,Marcia Gay Harden Stable Diffusion
Q001904,ID000238,Marcia Gay Harden,Fake,7,Marcia Gay Harden Midjourney
Q001905,ID000239,Margot-Robie,Real,1,Margot-Robie
Q001906,ID000239,Margot-Robie,Fake,1,Margot-Robie AI generated
Q001907,ID000239,Margot-Robie,Fake,2,Margot-Robie deepfake
Q001908,ID000239,Margot-Robie,Fake,3,Margot-Robie AI image
Q001909,ID000239,Margot-Robie,Fake,4,Margot-Robie viral deepfake
Q001910,ID000239,Margot-Robie,Fake,5,Margot-Robie synthetic face
Q001911,ID000239,Margot-Robie,Fake,6,Margot-Robie Stable Diffusion
Q001912,ID000239,Margot-Robie,Fake,7,Margot-Robie Midjourney
Q001913,ID000240,Maria-Corina-Machado,Real,1,Maria-Corina-Machado
Q001914,ID000240,Maria-Corina-Machado,Fake,1,Maria-Corina-Machado AI generated
Q001915,ID000240,Maria-Corina-Machado,Fake,2,Maria-Corina-Machado deepfake
Q001916,ID000240,Maria-Corina-Machado,Fake,3,Maria-Corina-Machado AI image
Q001917,ID000240,Maria-Corina-Machado,Fake,4,Maria-Corina-Machado viral deepfake
Q001918,ID000240,Maria-Corina-Machado,Fake,5,Maria-Corina-Machado synthetic face
Q001919,ID000240,Maria-Corina-Machado,Fake,6,Maria-Corina-Machado Stable Diffusion
Q001920,ID000240,Maria-Corina-Machado,Fake,7,Maria-Corina-Machado Midjourney
Q001921,ID000241,Marilyn-Monroe,Real,1,Marilyn-Monroe
Q001922,ID000241,Marilyn-Monroe,Fake,1,Marilyn-Monroe AI generated
Q001923,ID000241,Marilyn-Monroe,Fake,2,Marilyn-Monroe deepfake
Q001924,ID000241,Marilyn-Monroe,Fake,3,Marilyn-Monroe AI image
Q001925,ID000241,Marilyn-Monroe,Fake,4,Marilyn-Monroe viral deepfake
Q001926,ID000241,Marilyn-Monroe,Fake,5,Marilyn-Monroe synthetic face
Q001927,ID000241,Marilyn-Monroe,Fake,6,Marilyn-Monroe Stable Diffusion
Q001928,ID000241,Marilyn-Monroe,Fake,7,Marilyn-Monroe Midjourney
Q001929,ID000242,Mario-Götze,Real,1,Mario-Götze
Q001930,ID000242,Mario-Götze,Fake,1,Mario-Götze AI generated
Q001931,ID000242,Mario-Götze,Fake,2,Mario-Götze deepfake
Q001932,ID000242,Mario-Götze,Fake,3,Mario-Götze AI image
Q001933,ID000242,Mario-Götze,Fake,4,Mario-Götze viral deepfake
Q001934,ID000242,Mario-Götze,Fake,5,Mario-Götze synthetic face
Q001935,ID000242,Mario-Götze,Fake,6,Mario-Götze Stable Diffusion
Q001936,ID000242,Mario-Götze,Fake,7,Mario-Götze Midjourney
Q001937,ID000243,Mark Ruffalo,Real,1,Mark Ruffalo
Q001938,ID000243,Mark Ruffalo,Fake,1,Mark Ruffalo AI generated
Q001939,ID000243,Mark Ruffalo,Fake,2,Mark Ruffalo deepfake
Q001940,ID000243,Mark Ruffalo,Fake,3,Mark Ruffalo AI image
Q001941,ID000243,Mark Ruffalo,Fake,4,Mark Ruffalo viral deepfake
Q001942,ID000243,Mark Ruffalo,Fake,5,Mark Ruffalo synthetic face
Q001943,ID000243,Mark Ruffalo,Fake,6,Mark Ruffalo Stable Diffusion
Q001944,ID000243,Mark Ruffalo,Fake,7,Mark Ruffalo Midjourney
Q001945,ID000244,Mark Wahlberg,Real,1,Mark Wahlberg
Q001946,ID000244,Mark Wahlberg,Fake,1,Mark Wahlberg AI generated
Q001947,ID000244,Mark Wahlberg,Fake,2,Mark Wahlberg deepfake
Q001948,ID000244,Mark Wahlberg,Fake,3,Mark Wahlberg AI image
Q001949,ID000244,Mark Wahlberg,Fake,4,Mark Wahlberg viral deepfake
Q001950,ID000244,Mark Wahlberg,Fake,5,Mark Wahlberg synthetic face
Q001951,ID000244,Mark Wahlberg,Fake,6,Mark Wahlberg Stable Diffusion
Q001952,ID000244,Mark Wahlberg,Fake,7,Mark Wahlberg Midjourney
Q001953,ID000245,Mark-Zukerberg,Real,1,Mark-Zukerberg
Q001954,ID000245,Mark-Zukerberg,Fake,1,Mark-Zukerberg AI generated
Q001955,ID000245,Mark-Zukerberg,Fake,2,Mark-Zukerberg deepfake
Q001956,ID000245,Mark-Zukerberg,Fake,3,Mark-Zukerberg AI image
Q001957,ID000245,Mark-Zukerberg,Fake,4,Mark-Zukerberg viral deepfake
Q001958,ID000245,Mark-Zukerberg,Fake,5,Mark-Zukerberg synthetic face
Q001959,ID000245,Mark-Zukerberg,Fake,6,Mark-Zukerberg Stable Diffusion
Q001960,ID000245,Mark-Zukerberg,Fake,7,Mark-Zukerberg Midjourney
Q001961,ID000246,Marlon Brando,Real,1,Marlon Brando
Q001962,ID000246,Marlon Brando,Fake,1,Marlon Brando AI generated
Q001963,ID000246,Marlon Brando,Fake,2,Marlon Brando deepfake
Q001964,ID000246,Marlon Brando,Fake,3,Marlon Brando AI image
Q001965,ID000246,Marlon Brando,Fake,4,Marlon Brando viral deepfake
Q001966,ID000246,Marlon Brando,Fake,5,Marlon Brando synthetic face
Q001967,ID000246,Marlon Brando,Fake,6,Marlon Brando Stable Diffusion
Q001968,ID000246,Marlon Brando,Fake,7,Marlon Brando Midjourney
Q001969,ID000247,Marques-Brownlee-MKBHD,Real,1,Marques-Brownlee-MKBHD
Q001970,ID000247,Marques-Brownlee-MKBHD,Fake,1,Marques-Brownlee-MKBHD AI generated
Q001971,ID000247,Marques-Brownlee-MKBHD,Fake,2,Marques-Brownlee-MKBHD deepfake
Q001972,ID000247,Marques-Brownlee-MKBHD,Fake,3,Marques-Brownlee-MKBHD AI image
Q001973,ID000247,Marques-Brownlee-MKBHD,Fake,4,Marques-Brownlee-MKBHD viral deepfake
Q001974,ID000247,Marques-Brownlee-MKBHD,Fake,5,Marques-Brownlee-MKBHD synthetic face
Q001975,ID000247,Marques-Brownlee-MKBHD,Fake,6,Marques-Brownlee-MKBHD Stable Diffusion
Q001976,ID000247,Marques-Brownlee-MKBHD,Fake,7,Marques-Brownlee-MKBHD Midjourney
Q001977,ID000248,Martin-Lewis,Real,1,Martin-Lewis
Q001978,ID000248,Martin-Lewis,Fake,1,Martin-Lewis AI generated
Q001979,ID000248,Martin-Lewis,Fake,2,Martin-Lewis deepfake
Q001980,ID000248,Martin-Lewis,Fake,3,Martin-Lewis AI image
Q001981,ID000248,Martin-Lewis,Fake,4,Martin-Lewis viral deepfake
Q001982,ID000248,Martin-Lewis,Fake,5,Martin-Lewis synthetic face
Q001983,ID000248,Martin-Lewis,Fake,6,Martin-Lewis Stable Diffusion
Q001984,ID000248,Martin-Lewis,Fake,7,Martin-Lewis Midjourney
Q001985,ID000249,Martin-Ødegaard,Real,1,Martin-Ødegaard
Q001986,ID000249,Martin-Ødegaard,Fake,1,Martin-Ødegaard AI generated
Q001987,ID000249,Martin-Ødegaard,Fake,2,Martin-Ødegaard deepfake
Q001988,ID000249,Martin-Ødegaard,Fake,3,Martin-Ødegaard AI image
Q001989,ID000249,Martin-Ødegaard,Fake,4,Martin-Ødegaard viral deepfake
Q001990,ID000249,Martin-Ødegaard,Fake,5,Martin-Ødegaard synthetic face
Q001991,ID000249,Martin-Ødegaard,Fake,6,Martin-Ødegaard Stable Diffusion
Q001992,ID000249,Martin-Ødegaard,Fake,7,Martin-Ødegaard Midjourney
Q001993,ID000250,Matt Damon,Real,1,Matt Damon
Q001994,ID000250,Matt Damon,Fake,1,Matt Damon AI generated
Q001995,ID000250,Matt Damon,Fake,2,Matt Damon deepfake
Q001996,ID000250,Matt Damon,Fake,3,Matt Damon AI image
